"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"FALCONTECH","Falcon Technoprojects India Limited","7(2)","Bharat Shreekishan Parihar","Promoters","Equity Shares","2137578","39.9",,"140400","2250612","Sell","Equity Shares","1997178","37.28","17-Jul-2025","17-Jul-2025","18-Jul-2025","Market Sale","-","-","0","0","0","0","NSE","-","18-Jul-2025 17:57","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185326_1486929_18072025055742_WEB.xml"
"FALCONTECH","Falcon Technoprojects India Limited","7(2)","Bharat Shreekishan Parihar","Promoters","Equity Shares","1997178","37.28",,"132000","2039400","Sell","Equity Shares","1865178","34.82","18-Jul-2025","18-Jul-2025","18-Jul-2025","Market Sale","-","-","0","0","0","0","NSE","-","18-Jul-2025 17:57","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185326_1486929_18072025055742_WEB.xml"
"DMART","Avenue Supermarts Limited","7(2)","RAJESHKUMAR JAIN","-","Equity Shares","290989","0.04",,"1255","5095300","Sell","Equity Shares","289734","0.04","17-Jul-2025","17-Jul-2025","17-Jul-2025","Market Sale","-","-","0","0","0","0","NSE","-","18-Jul-2025 17:51","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185324_1486902_18072025055110_WEB.xml"
"GPIL","Godawari Power And Ispat limited","7(2)","Dinesh Kumar Gupta","Employees/Designated Employees","Equity Shares","Nil","0",,"15000","1743000","Buy","Equity Shares","15000","0","17-Jul-2025","17-Jul-2025","18-Jul-2025","ESOP","-","-","0","0","0","0","NA","-","18-Jul-2025 17:25","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185321_1486801_18072025052522_WEB.xml"
"GPIL","Godawari Power And Ispat limited","7(2)","Swarup Biswas","Employees/Designated Employees","Equity Shares","4","0",,"11375","1321775","Buy","Equity Shares","11379","0","17-Jul-2025","17-Jul-2025","18-Jul-2025","ESOP","-","-","0","0","0","0","NA","-","18-Jul-2025 17:25","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185321_1486801_18072025052522_WEB.xml"
"GPIL","Godawari Power And Ispat limited","7(2)","Sanjay Bothra","Key Managerial Personnel","Equity Shares","29965","0",,"10000","1162000","Buy","Equity Shares","39965","0.01","17-Jul-2025","17-Jul-2025","18-Jul-2025","ESOP","-","-","0","0","0","0","NA","-","18-Jul-2025 17:25","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185321_1486801_18072025052522_WEB.xml"
"GPIL","Godawari Power And Ispat limited","7(2)","Yarra Chandra Rao","Key Managerial Personnel","Equity Shares","26465","0",,"10000","1162000","Buy","Equity Shares","36465","0","17-Jul-2025","17-Jul-2025","18-Jul-2025","ESOP","-","-","0","0","0","0","NA","-","18-Jul-2025 17:25","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185321_1486801_18072025052522_WEB.xml"
"GPIL","Godawari Power And Ispat limited","7(2)","Dinesh Kumar Gandhi","Director","Equity Shares","15000","0",,"15000","1743000","Buy","Equity Shares","30000","0","17-Jul-2025","17-Jul-2025","18-Jul-2025","ESOP","-","-","0","0","0","0","NA","-","18-Jul-2025 17:25","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185321_1486801_18072025052522_WEB.xml"
"GPIL","Godawari Power And Ispat limited","7(2)","Reetesh Kumar","Employees/Designated Employees","Equity Shares","16460","0",,"12900","1498980","Buy","Equity Shares","29360","0","17-Jul-2025","17-Jul-2025","18-Jul-2025","ESOP","-","-","0","0","0","0","NA","-","18-Jul-2025 17:25","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185321_1486801_18072025052522_WEB.xml"
"GPIL","Godawari Power And Ispat limited","7(2)","Nishant Bajpai","Employees/Designated Employees","Equity Shares","165","0",,"10000","1162000","Buy","Equity Shares","10165","0","17-Jul-2025","17-Jul-2025","18-Jul-2025","ESOP","-","-","0","0","0","0","NA","-","18-Jul-2025 17:25","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185321_1486801_18072025052522_WEB.xml"
"NEWJAISA","Newjaisa Technologies Limited","7(2)","Mukunda Raghavendra","Promoters","Equity Shares","972062","2.74",,"31500","1026690","Sell","Equity Shares","940562","2.66","16-Jul-2025","16-Jul-2025","17-Jul-2025","Market Sale","-","-","0","0","0","0","NSE","-","18-Jul-2025 17:15","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185320_1486770_18072025051514_WEB.xml"
"NAUKRI","Info Edge (India) Limited","7(2)","Info Edge Employees Stock Option Plan Trust","Other","Equity Shares","575150","0.09",,"9731","19462","Sell","Equity Shares","565419","0.09","17-Jul-2025","17-Jul-2025","18-Jul-2025","ESOP","-","-","0","0","0","0","NA","-","18-Jul-2025 16:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185317_1486694_18072025044845_WEB.xml"
"GANECOS","Ganesha Ecosphere Limited","7(2)","GPL Finance Limited","Promoter Group","Equity Shares","2323809","9.13",,"1025000","158823750","Pledge","Equity Shares","2323809","9.13","16-Jul-2025","16-Jul-2025","17-Jul-2025","Pledge Creation","-","-","0","0","0","0","NA","-","17-Jul-2025 20:08","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185315_1485946_17072025080812_WEB.xml"
"ECLERX","eClerx Services Limited","7(2)","Eclerx Employee Welfare Trust","Other","Equity Shares","654710","1.37",,"5536","4522856","Sell","Equity Shares","649174","1.36","17-Jul-2025","17-Jul-2025","17-Jul-2025","Off Market","-","-","0","0","0","0","NA","-","17-Jul-2025 20:07","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185314_1485944_17072025080659_WEB.xml"
"INFIBEAM","Infibeam Avenues Limited","7(2)","Infibeam Employee Welfare Trust","Other","Equity Shares","12311642","0.44",,"3089438","15447190","Buy","Equity Shares","15401080","0.44","16-Jul-2025","16-Jul-2025","17-Jul-2025","Others","-","-","0","0","0","0","NA","-","17-Jul-2025 19:18","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185311_1485875_17072025071803_WEB.xml"
"INFIBEAM","Infibeam Avenues Limited","7(2)","Varini V. Patel","Immediate relative","Equity Shares","65973694","2.37",,"16555196","82775980","Buy","Equity Shares","82528890","2.37","16-Jul-2025","16-Jul-2025","17-Jul-2025","Others","-","-","0","0","0","0","NA","-","17-Jul-2025 19:18","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185311_1485875_17072025071803_WEB.xml"
"INFIBEAM","Infibeam Avenues Limited","7(2)","Vivek Vishwas Patel","Immediate relative","Equity Shares","39000000","1.4",,"9786516","48932580","Buy","Equity Shares","48786516","1.4","16-Jul-2025","16-Jul-2025","17-Jul-2025","Others","-","-","0","0","0","0","NA","-","17-Jul-2025 19:18","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185311_1485875_17072025071803_WEB.xml"
"FONEBOX","Fonebox Retail Limited","7(2)","RUSHI MANISHKUMAR PATEL","Immediate relative","Equity Shares","Nil","0",,"4000","366000","Buy","Equity Shares","4000","0.04","15-Jul-2025","16-Jul-2025","17-Jul-2025","Market Purchase","-","-","0","0","0","0","NSE","-","17-Jul-2025 17:05","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185308_1485530_17072025050544_WEB.xml"
"NAUKRI","Info Edge (India) Limited","7(2)","Info Edge Employees Stock Option Plan Trust","Other","Equity Shares","575804","0.09",,"654","1308","Sell","Equity Shares","575150","0.09","16-Jul-2025","16-Jul-2025","16-Jul-2025","ESOP","-","-","0","0","0","0","NA","-","17-Jul-2025 16:43","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185306_1485489_17072025044310_WEB.xml"
"HOMESFY","Homesfy Realty Limited","7(2)","Ashish Kukreja","Promoters","Equity Shares","1514712","46.95",,"1800","534060","Buy","Equity Shares","1516512","47","15-Jul-2025","16-Jul-2025","17-Jul-2025","Market Purchase","-","-","0","0","0","0","NSE","-","17-Jul-2025 14:53","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185304_1485264_17072025025350_WEB.xml"
"SUNREST","Sunrest Lifescience Limited","7(2)","AMITBHAI SHAMBHULAL THAKKAR","Promoters","Equity Shares","749000","17.45",,"99200","4999680","Sell","Equity Shares","649800","15.14","16-Jul-2025","16-Jul-2025","17-Jul-2025","Market Sale","-","-","0","0","0","0","NSE","-","17-Jul-2025 14:11","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185301_1485187_17072025021139_WEB.xml"
"SDBL","Som Distilleries & Breweries Limited","7(2)","DEEPAK ARORA","Promoters","Equity Shares","4497525","2.16",,"10000","1407679","Buy","Equity Shares","4507525","2.17","04-Jun-2025","04-Jun-2025","16-Jul-2025","Market Purchase","-","-","0","0","0","0","NSE","-","17-Jul-2025 14:02","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185299_1485178_17072025020205_WEB.xml"
"VGL","VARVEE GLOBAL LIMITED","7(2)","Jaimin Kailash Gupta","Other","Equity Shares","8812561","34.2",,"4588143","115208270","Buy","Equity Shares","13400704","52.01","09-Jul-2025","10-Jul-2025","14-Jul-2025","Off Market","-","-","0","0","0","0","NA","-","16-Jul-2025 23:19","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185297_1484883_16072025111908_WEB.xml"
"VGL","VARVEE GLOBAL LIMITED","7(2)","Mr. Tarachand Gangasahay Agrawal","Other","Equity Shares","Nil","0",,"1172990","29453779","Buy","Equity Shares","1172990","4.55","09-Jul-2025","10-Jul-2025","14-Jul-2025","Off Market","-","-","0","0","0","0","NA","-","16-Jul-2025 23:19","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185297_1484883_16072025111908_WEB.xml"
"VGL","VARVEE GLOBAL LIMITED","7(2)","Qmin Industries Limited","Other","Equity Shares","224279","0.87",,"2111382","53016802","Buy","Equity Shares","2335561","9.07","09-Jul-2025","10-Jul-2025","14-Jul-2025","Off Market","-","-","0","0","0","0","NA","-","16-Jul-2025 23:19","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185297_1484883_16072025111908_WEB.xml"
"M&M","Mahindra & Mahindra Limited","7(2)","Puneet Mehta","Employees/Designated Employees","Equity Shares","13271","0",,"1500","4694475","Buy","Equity Shares","14771","0","15-Jul-2025","15-Jul-2025","16-Jul-2025","ESOP","-","-","0","0","0","0","NA","-","16-Jul-2025 21:17","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185295_1484854_16072025091705_WEB.xml"
"GENUSPOWER","Genus Power Infrastructures Limited","7(2)","SHARDA TODI","Promoters","Equity Shares","2369927","0.78",,"1600000","579600000","Pledge","Equity Shares","2369927","0.78","11-Jul-2025","11-Jul-2025","14-Jul-2025","Pledge Creation","-","-","0","0","0","0","NA","-","16-Jul-2025 14:47","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185292_1484108_16072025024734_WEB.xml"
"M&M","Mahindra & Mahindra Limited","7(2)","Ninad Butala","Employees/Designated Employees","Equity Shares","Nil","0",,"566","1771382","Buy","Equity Shares","566","0","15-Jul-2025","15-Jul-2025","15-Jul-2025","ESOP","-","-","0","0","0","0","NA","-","15-Jul-2025 20:57","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185290_1483706_15072025085745_WEB.xml"
"M&M","Mahindra & Mahindra Limited","7(2)","Mahindra & Mahindra Employees' Stock Option Trust","Other","Equity Shares","42531238","3.42",,"10654","53270","Sell","Equity Shares","42520584","3.42","15-Jul-2025","15-Jul-2025","15-Jul-2025","ESOP","-","-","0","0","0","0","NA","-","15-Jul-2025 20:57","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185290_1483706_15072025085745_WEB.xml"
"M&M","Mahindra & Mahindra Limited","7(2)","Alok Kumar","Employees/Designated Employees","Equity Shares","29413","0",,"1524","4769587","Buy","Equity Shares","30937","0","15-Jul-2025","15-Jul-2025","15-Jul-2025","ESOP","-","-","0","0","0","0","NA","-","15-Jul-2025 20:57","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185290_1483706_15072025085745_WEB.xml"
"M&MFIN","Mahindra & Mahindra Financial Services Limited","7(2)","Mahindra & Mahindra Financial Services Limited Employees' Stock Option Trust","Other","Equity Shares","637542","0.05",,"5793","1553393","Sell","Equity Shares","631749","0.05","14-Jul-2025","14-Jul-2025","15-Jul-2025","ESOP","-","-","0","0","0","0","NA","-","15-Jul-2025 18:35","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185288_1483504_15072025063542_WEB.xml"
"IKS","Inventurus Knowledge Solutions Limited","7(2)","Dinesh Rijhwani","-","Equity Shares","12000","0.01",,"6000","1885800","Buy","Equity Shares","18000","0.01","14-Jul-2025","14-Jul-2025","14-Jul-2025","ESOP","-","-","0","0","0","0","NA","-","15-Jul-2025 18:04","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185286_1483434_15072025060417_WEB.xml"
"IDEAFORGE","Ideaforge Technology Limited","7(2)","Amol Suryawanshi","-","Equity Shares","12435","0.03",,"2586","1519986","Buy","Equity Shares","15021","0.03","14-Jun-2025","14-Jun-2025","15-Jul-2025","ESOP","-","-","0","0","0","0","NA","-","15-Jul-2025 14:56","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185284_1482989_15072025025630_WEB.xml"
"HIGREEN","Hi-Green Carbon Limited","7(2)","KRUPA CHETANKUMAR DETHARIYA","Promoters","Equity Shares","1100000","4.4",,"4800","-","Buy","Equity Shares","1104800","4.42","10-Jul-2025","10-Jul-2025","12-Jul-2025","Market Purchase","-","-","0","0","0","0","NSE","-","15-Jul-2025 13:05","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185282_1482878_15072025010524_WEB.xml"
"NIITMTS","Niit Learning Systems Limited","7(2)","Rajan Venkataraman","-","Equity Shares","1","0",,"105000","5683450","Buy","Equity Shares","105001","0.08","09-Jul-2025","09-Jul-2025","10-Jul-2025","ESOP","-","-","0","0","0","0","NA","-","14-Jul-2025 21:17","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185280_1482603_14072025091724_WEB.xml"
"NIITMTS","Niit Learning Systems Limited","7(2)","Devenderjit Singh Chadha","-","Equity Shares","Nil","0",,"25000","1372250","Buy","Equity Shares","25000","0.02","09-Jul-2025","09-Jul-2025","10-Jul-2025","ESOP","-","-","0","0","0","0","NA","-","14-Jul-2025 21:17","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185280_1482603_14072025091724_WEB.xml"
"NIITMTS","Niit Learning Systems Limited","7(2)","Sapnesh Kumar Lalla","Key Managerial Personnel","Equity Shares","575052","0.42",,"57000","3094040","Buy","Equity Shares","632052","0.46","09-Jul-2025","09-Jul-2025","10-Jul-2025","ESOP","-","-","0","0","0","0","NA","-","14-Jul-2025 21:17","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185280_1482603_14072025091724_WEB.xml"
"VGL","VARVEE GLOBAL LIMITED","7(2)","Shah Kalpesh Virendrabhai Huf","Promoters","Equity Shares","1204","0.01",,"1204","30232","Sell","Equity Shares","Nil","0","10-Jul-2025","10-Jul-2025","12-Jul-2025","Off Market","-","-","0","0","0","0","NA","-","14-Jul-2025 17:52","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185278_1482355_14072025055209_WEB.xml"
"VGL","VARVEE GLOBAL LIMITED","7(2)","Sushilaben Shah","Promoters","Equity Shares","1086","0",,"1086","27269","Sell","Equity Shares","Nil","0","10-Jul-2025","10-Jul-2025","12-Jul-2025","Off Market","-","-","0","0","0","0","NA","-","14-Jul-2025 17:52","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185278_1482355_14072025055209_WEB.xml"
"VGL","VARVEE GLOBAL LIMITED","7(2)","Rita Arora","Promoters","Equity Shares","156104","0.67",,"156104","3919771","Sell","Equity Shares","Nil","0","09-Jul-2025","09-Jul-2025","11-Jul-2025","Off Market","-","-","0","0","0","0","NA","-","14-Jul-2025 17:52","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185278_1482355_14072025055209_WEB.xml"
"VGL","VARVEE GLOBAL LIMITED","7(2)","Rajesh Arora","Promoters","Equity Shares","248816","1.06",,"248816","6247770","Sell","Equity Shares","Nil","0","09-Jul-2025","09-Jul-2025","11-Jul-2025","Off Market","-","-","0","0","0","0","NA","-","14-Jul-2025 17:52","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185278_1482355_14072025055209_WEB.xml"
"VGL","VARVEE GLOBAL LIMITED","7(2)","Renu V. Arora","Promoters","Equity Shares","4419","0.02",,"4419","110961","Sell","Equity Shares","Nil","0","09-Jul-2025","09-Jul-2025","11-Jul-2025","Off Market","-","-","0","0","0","0","NA","-","14-Jul-2025 17:52","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185278_1482355_14072025055209_WEB.xml"
"VGL","VARVEE GLOBAL LIMITED","7(2)","T.P. Vinodkumar","Promoters","Equity Shares","6636","0.03",,"6636","166629","Sell","Equity Shares","Nil","0","09-Jul-2025","09-Jul-2025","11-Jul-2025","Off Market","-","-","0","0","0","0","NA","-","14-Jul-2025 17:52","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185278_1482355_14072025055209_WEB.xml"
"VGL","VARVEE GLOBAL LIMITED","7(2)","Preeti N. Arora","Promoters","Equity Shares","1896","0.01",,"1896","47608","Sell","Equity Shares","Nil","0","09-Jul-2025","09-Jul-2025","11-Jul-2025","Off Market","-","-","0","0","0","0","NA","-","14-Jul-2025 17:52","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185278_1482355_14072025055209_WEB.xml"
"VGL","VARVEE GLOBAL LIMITED","7(2)","Shikha P. Arora","Promoters","Equity Shares","1896","0.01",,"1896","47608","Sell","Equity Shares","Nil","0","09-Jul-2025","09-Jul-2025","11-Jul-2025","Off Market","-","-","0","0","0","0","NA","-","14-Jul-2025 17:52","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185278_1482355_14072025055209_WEB.xml"
"VGL","VARVEE GLOBAL LIMITED","7(2)","Nipun Arora","Promoters","Equity Shares","54975","0.23",,"54975","1380422","Sell","Equity Shares","Nil","0","10-Jul-2025","10-Jul-2025","12-Jul-2025","Off Market","-","-","0","0","0","0","NA","-","14-Jul-2025 17:52","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185278_1482355_14072025055209_WEB.xml"
"VGL","VARVEE GLOBAL LIMITED","7(2)","Pankaj Arora","Promoters","Equity Shares","44925","0.19",,"44925","1128066","Sell","Equity Shares","Nil","0","10-Jul-2025","10-Jul-2025","12-Jul-2025","Off Market","-","-","0","0","0","0","NA","-","14-Jul-2025 17:52","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185278_1482355_14072025055209_WEB.xml"
"VGL","VARVEE GLOBAL LIMITED","7(2)","Vinod P. Arora","Promoters","Equity Shares","24861","0.11",,"24861","624259","Sell","Equity Shares","Nil","0","09-Jul-2025","09-Jul-2025","11-Jul-2025","Off Market","-","-","0","0","0","0","NA","-","14-Jul-2025 17:52","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185278_1482355_14072025055209_WEB.xml"
"VGL","VARVEE GLOBAL LIMITED","7(2)","Pari Bhogilal Laxmichand","Promoters","Equity Shares","2687","0.01",,"2687","67471","Sell","Equity Shares","Nil","0","09-Jul-2025","09-Jul-2025","11-Jul-2025","Off Market","-","-","0","0","0","0","NA","-","14-Jul-2025 17:52","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185278_1482355_14072025055209_WEB.xml"
"VGL","VARVEE GLOBAL LIMITED","7(2)","Ashish Virendrabhai Shah","Promoters","Equity Shares","1944","0.01",,"1944","48813","Sell","Equity Shares","Nil","0","09-Jul-2025","09-Jul-2025","11-Jul-2025","Off Market","-","-","0","0","0","0","NA","-","14-Jul-2025 17:52","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185278_1482355_14072025055209_WEB.xml"
"VGL","VARVEE GLOBAL LIMITED","7(2)","Kalpesh Shah","Promoters","Equity Shares","1739","0.01",,"1739","43666","Sell","Equity Shares","Nil","0","09-Jul-2025","09-Jul-2025","11-Jul-2025","Off Market","-","-","0","0","0","0","NA","-","14-Jul-2025 17:52","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185278_1482355_14072025055209_WEB.xml"
"VGL","VARVEE GLOBAL LIMITED","7(2)","Parul Shah","Promoters","Equity Shares","1591","0.01",,"1591","39950","Sell","Equity Shares","Nil","0","09-Jul-2025","09-Jul-2025","11-Jul-2025","Off Market","-","-","0","0","0","0","NA","-","14-Jul-2025 17:52","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185278_1482355_14072025055209_WEB.xml"
"VGL","VARVEE GLOBAL LIMITED","7(2)","Bela Shah","Promoters","Equity Shares","1361","0.01",,"1361","34174","Sell","Equity Shares","Nil","0","09-Jul-2025","09-Jul-2025","11-Jul-2025","Off Market","-","-","0","0","0","0","NA","-","14-Jul-2025 17:52","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185278_1482355_14072025055209_WEB.xml"
"VGL","VARVEE GLOBAL LIMITED","7(2)","Pankil Kalpeshbhai Shah Huf","Promoters","Equity Shares","838","0",,"838","21042","Sell","Equity Shares","Nil","0","09-Jul-2025","09-Jul-2025","11-Jul-2025","Off Market","-","-","0","0","0","0","NA","-","14-Jul-2025 17:52","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185278_1482355_14072025055209_WEB.xml"
"VGL","VARVEE GLOBAL LIMITED","7(2)","Karishma Pankilbhai Shah","Promoters","Equity Shares","411","0",,"411","10320","Sell","Equity Shares","Nil","0","09-Jul-2025","09-Jul-2025","11-Jul-2025","Off Market","-","-","0","0","0","0","NA","-","14-Jul-2025 17:52","https://nsearchives.nseindia.com/corporate/xbrl/IT_1185278_1482355_14072025055209_WEB.xml"
